ADEL;LEFT;FAKE;1;FAKE
AS1;LEFT;FAKE;3;FAKE
AS1;LEFT;FAKE;3;FAKE
AS1;RIGHT;FAKE;3;FAKE
AS1;RIGHT;FAKE;4;FAKE
AS2;LEFT;FAKE;3;FAKE
AS2;LEFT;FAKE;2;FAKE
AS2;RIGHT;FAKE;3;FAKE
AS2;RIGHT;FAKE;3;FAKE
AS3;LEFT;FAKE;3;FAKE
AS3;LEFT;FAKE;3;FAKE
AS3;RIGHT;FAKE;3;FAKE
AS3;RIGHT;FAKE;3;FAKE
AS4;LEFT;FAKE;2;FAKE
AS4;LEFT;FAKE;2;FAKE
AS4;RIGHT;FAKE;3;FAKE
AS4;RIGHT;FAKE;2;FAKE
AS5;LEFT;FAKE;2;FAKE
AS5;LEFT;FAKE;3;FAKE
AS5;RIGHT;FAKE;2;FAKE
AS5;RIGHT;FAKE;3;FAKE
AS6;LEFT;FAKE;3;FAKE
AS6;LEFT;FAKE;2;FAKE
AS6;RIGHT;FAKE;3;FAKE
AS6;RIGHT;FAKE;2;FAKE
AS7;LEFT;FAKE;2;FAKE
AS7;LEFT;FAKE;3;FAKE
AS7;RIGHT;FAKE;2;FAKE
AS7;RIGHT;FAKE;3;FAKE
AS8;LEFT;FAKE;2;FAKE
AS8;LEFT;FAKE;3;FAKE
AS8;RIGHT;FAKE;2;FAKE
AS8;RIGHT;FAKE;3;FAKE
AS9;LEFT;FAKE;2;FAKE
AS9;LEFT;FAKE;3;FAKE
AS9;RIGHT;FAKE;2;FAKE
AS9;RIGHT;FAKE;3;FAKE
AS10;LEFT;FAKE;3;FAKE
AS10;LEFT;FAKE;2;FAKE
AS10;RIGHT;FAKE;3;FAKE
AS10;RIGHT;FAKE;2;FAKE
AS11;LEFT;FAKE;1;FAKE
AS11;LEFT;FAKE;1;FAKE
AS11;LEFT;FAKE;1;FAKE
AS11;LEFT;FAKE;1;FAKE
AS11;RIGHT;FAKE;1;FAKE
AS11;RIGHT;FAKE;1;FAKE
AS11;RIGHT;FAKE;1;FAKE
AS11;RIGHT;FAKE;1;FAKE
AVFL;LEFT;FAKE;1;FAKE
AVFL;LEFT;FAKE;1;FAKE
AVFR;LEFT;FAKE;2;FAKE
AVFR;RIGHT;FAKE;2;FAKE
AVKR;LEFT;FAKE;1;FAKE
AVL;LEFT;FAKE;-5;FAKE
AVL;RIGHT;FAKE;-5;FAKE
CEPVL;LEFT;FAKE;1;FAKE
CEPVR;RIGHT;FAKE;1;FAKE
DA1;LEFT;FAKE;8;FAKE
DA1;RIGHT;FAKE;8;FAKE
DA2;LEFT;FAKE;2;FAKE
DA2;LEFT;FAKE;1;FAKE
DA2;LEFT;FAKE;2;FAKE
DA2;LEFT;FAKE;2;FAKE
DA2;RIGHT;FAKE;2;FAKE
DA2;RIGHT;FAKE;2;FAKE
DA2;RIGHT;FAKE;2;FAKE
DA2;RIGHT;FAKE;2;FAKE
DA3;LEFT;FAKE;5;FAKE
DA3;LEFT;FAKE;5;FAKE
DA3;LEFT;FAKE;5;FAKE
DA3;RIGHT;FAKE;5;FAKE
DA3;RIGHT;FAKE;5;FAKE
DA3;RIGHT;FAKE;5;FAKE
DA4;LEFT;FAKE;4;FAKE
DA4;LEFT;FAKE;4;FAKE
DA4;LEFT;FAKE;5;FAKE
DA4;RIGHT;FAKE;4;FAKE
DA4;RIGHT;FAKE;4;FAKE
DA4;RIGHT;FAKE;5;FAKE
DA5;LEFT;FAKE;5;FAKE
DA5;LEFT;FAKE;4;FAKE
DA5;RIGHT;FAKE;5;FAKE
DA5;RIGHT;FAKE;4;FAKE
DA6;LEFT;FAKE;6;FAKE
DA6;LEFT;FAKE;4;FAKE
DA6;LEFT;FAKE;4;FAKE
DA6;LEFT;FAKE;4;FAKE
DA6;LEFT;FAKE;4;FAKE
DA6;RIGHT;FAKE;4;FAKE
DA6;RIGHT;FAKE;4;FAKE
DA6;RIGHT;FAKE;4;FAKE
DA6;RIGHT;FAKE;4;FAKE
DA6;RIGHT;FAKE;4;FAKE
DA7;LEFT;FAKE;4;FAKE
DA7;LEFT;FAKE;4;FAKE
DA7;LEFT;FAKE;4;FAKE
DA7;RIGHT;FAKE;4;FAKE
DA7;RIGHT;FAKE;4;FAKE
DA7;RIGHT;FAKE;4;FAKE
DA8;LEFT;FAKE;4;FAKE
DA8;LEFT;FAKE;4;FAKE
DA8;LEFT;FAKE;4;FAKE
DA8;RIGHT;FAKE;4;FAKE
DA8;RIGHT;FAKE;4;FAKE
DA8;RIGHT;FAKE;4;FAKE
DA9;LEFT;FAKE;4;FAKE
DA9;LEFT;FAKE;4;FAKE
DA9;LEFT;FAKE;4;FAKE
DA9;LEFT;FAKE;4;FAKE
DA9;LEFT;FAKE;4;FAKE
DA9;RIGHT;FAKE;4;FAKE
DA9;RIGHT;FAKE;4;FAKE
DA9;RIGHT;FAKE;4;FAKE
DA9;RIGHT;FAKE;4;FAKE
DA9;RIGHT;FAKE;4;FAKE
DB1;LEFT;FAKE;1;FAKE
DB1;LEFT;FAKE;1;FAKE
DB1;RIGHT;FAKE;1;FAKE
DB1;RIGHT;FAKE;1;FAKE
DB2;LEFT;FAKE;3;FAKE
DB2;LEFT;FAKE;3;FAKE
DB2;LEFT;FAKE;3;FAKE
DB2;LEFT;FAKE;3;FAKE
DB2;RIGHT;FAKE;3;FAKE
DB2;RIGHT;FAKE;3;FAKE
DB2;RIGHT;FAKE;3;FAKE
DB2;RIGHT;FAKE;3;FAKE
DB3;LEFT;FAKE;3;FAKE
DB3;LEFT;FAKE;3;FAKE
DB3;LEFT;FAKE;4;FAKE
DB3;LEFT;FAKE;3;FAKE
DB3;RIGHT;FAKE;3;FAKE
DB3;RIGHT;FAKE;3;FAKE
DB3;RIGHT;FAKE;4;FAKE
DB3;RIGHT;FAKE;3;FAKE
DB4;LEFT;FAKE;2;FAKE
DB4;LEFT;FAKE;2;FAKE
DB4;LEFT;FAKE;2;FAKE
DB4;RIGHT;FAKE;2;FAKE
DB4;RIGHT;FAKE;2;FAKE
DB4;RIGHT;FAKE;2;FAKE
DB5;LEFT;FAKE;2;FAKE
DB5;LEFT;FAKE;2;FAKE
DB5;LEFT;FAKE;2;FAKE
DB5;RIGHT;FAKE;2;FAKE
DB5;RIGHT;FAKE;2;FAKE
DB5;RIGHT;FAKE;2;FAKE
DB6;LEFT;FAKE;2;FAKE
DB6;LEFT;FAKE;2;FAKE
DB6;LEFT;FAKE;2;FAKE
DB6;RIGHT;FAKE;2;FAKE
DB6;RIGHT;FAKE;2;FAKE
DB6;RIGHT;FAKE;2;FAKE
DB7;LEFT;FAKE;2;FAKE
DB7;LEFT;FAKE;2;FAKE
DB7;LEFT;FAKE;2;FAKE
DB7;LEFT;FAKE;2;FAKE
DB7;LEFT;FAKE;2;FAKE
DB7;RIGHT;FAKE;2;FAKE
DB7;RIGHT;FAKE;2;FAKE
DB7;RIGHT;FAKE;2;FAKE
DB7;RIGHT;FAKE;2;FAKE
DB7;RIGHT;FAKE;2;FAKE
DD1;LEFT;FAKE;-6;FAKE
DD1;LEFT;FAKE;-6;FAKE
DD1;LEFT;FAKE;-7;FAKE
DD1;LEFT;FAKE;-6;FAKE
DD1;RIGHT;FAKE;-6;FAKE
DD1;RIGHT;FAKE;-6;FAKE
DD1;RIGHT;FAKE;-7;FAKE
DD1;RIGHT;FAKE;-6;FAKE
DD2;LEFT;FAKE;-6;FAKE
DD2;LEFT;FAKE;-7;FAKE
DD2;LEFT;FAKE;-6;FAKE
DD2;RIGHT;FAKE;-6;FAKE
DD2;RIGHT;FAKE;-7;FAKE
DD2;RIGHT;FAKE;-6;FAKE
DD3;LEFT;FAKE;-7;FAKE
DD3;LEFT;FAKE;-9;FAKE
DD3;LEFT;FAKE;-7;FAKE
DD3;RIGHT;FAKE;-7;FAKE
DD3;RIGHT;FAKE;-9;FAKE
DD3;RIGHT;FAKE;-7;FAKE
DD4;LEFT;FAKE;-7;FAKE
DD4;LEFT;FAKE;-7;FAKE
DD4;LEFT;FAKE;-7;FAKE
DD4;RIGHT;FAKE;-7;FAKE
DD4;RIGHT;FAKE;-7;FAKE
DD4;RIGHT;FAKE;-7;FAKE
DD5;LEFT;FAKE;-7;FAKE
DD5;LEFT;FAKE;-7;FAKE
DD5;LEFT;FAKE;-7;FAKE
DD5;RIGHT;FAKE;-7;FAKE
DD5;RIGHT;FAKE;-7;FAKE
DD5;RIGHT;FAKE;-7;FAKE
DD6;LEFT;FAKE;-7;FAKE
DD6;LEFT;FAKE;-7;FAKE
DD6;LEFT;FAKE;-7;FAKE
DD6;LEFT;FAKE;-7;FAKE
DD6;LEFT;FAKE;-7;FAKE
DD6;RIGHT;FAKE;-7;FAKE
DD6;RIGHT;FAKE;-7;FAKE
DD6;RIGHT;FAKE;-7;FAKE
DD6;RIGHT;FAKE;-7;FAKE
DD6;RIGHT;FAKE;-7;FAKE
IL1DL;LEFT;FAKE;1;FAKE
IL1DL;LEFT;FAKE;1;FAKE
IL1DL;LEFT;FAKE;2;FAKE
IL1DR;RIGHT;FAKE;4;FAKE
IL1DR;RIGHT;FAKE;3;FAKE
IL1L;LEFT;FAKE;3;FAKE
IL1L;LEFT;FAKE;3;FAKE
IL1L;LEFT;FAKE;4;FAKE
IL1L;LEFT;FAKE;3;FAKE
IL1L;LEFT;FAKE;3;FAKE
IL1R;RIGHT;FAKE;3;FAKE
IL1R;RIGHT;FAKE;3;FAKE
IL1R;RIGHT;FAKE;3;FAKE
IL1R;RIGHT;FAKE;3;FAKE
IL1VL;LEFT;FAKE;5;FAKE
IL1VL;LEFT;FAKE;4;FAKE
IL1VR;RIGHT;FAKE;5;FAKE
IL1VR;RIGHT;FAKE;5;FAKE
PDA;LEFT;FAKE;2;FAKE
PDB;LEFT;FAKE;1;FAKE
PDB;RIGHT;FAKE;1;FAKE
PVNL;LEFT;FAKE;3;FAKE
PVNR;LEFT;FAKE;1;FAKE
PVNR;LEFT;FAKE;2;FAKE
RID;LEFT;FAKE;-2;FAKE
RID;LEFT;FAKE;-3;FAKE
RIML;RIGHT;FAKE;2;FAKE
RIML;RIGHT;FAKE;2;FAKE
RIMR;LEFT;FAKE;1;FAKE
RIMR;LEFT;FAKE;1;FAKE
RIMR;LEFT;FAKE;1;FAKE
RIMR;LEFT;FAKE;1;FAKE
RIVL;RIGHT;FAKE;-2;FAKE
RIVL;RIGHT;FAKE;-2;FAKE
RIVL;RIGHT;FAKE;-3;FAKE
RIVR;LEFT;FAKE;-2;FAKE
RIVR;LEFT;FAKE;-2;FAKE
RIVR;LEFT;FAKE;-2;FAKE
RIVR;RIGHT;FAKE;-2;FAKE
RIVR;RIGHT;FAKE;-2;FAKE
RMDDL;RIGHT;FAKE;1;FAKE
RMDDL;RIGHT;FAKE;1;FAKE
RMDDL;RIGHT;FAKE;1;FAKE
RMDDL;RIGHT;FAKE;1;FAKE
RMDDL;RIGHT;FAKE;2;FAKE
RMDDL;RIGHT;FAKE;1;FAKE
RMDDR;LEFT;FAKE;1;FAKE
RMDDR;LEFT;FAKE;1;FAKE
RMDDR;LEFT;FAKE;2;FAKE
RMDDR;LEFT;FAKE;1;FAKE
RMDDR;RIGHT;FAKE;1;FAKE
RMDDR;RIGHT;FAKE;1;FAKE
RMDDR;RIGHT;FAKE;1;FAKE
RMDL;LEFT;FAKE;1;FAKE
RMDL;LEFT;FAKE;2;FAKE
RMDL;RIGHT;FAKE;1;FAKE
RMDL;RIGHT;FAKE;1;FAKE
RMDL;LEFT;FAKE;1;FAKE
RMDL;RIGHT;FAKE;1;FAKE
RMDL;RIGHT;FAKE;1;FAKE
RMDL;RIGHT;FAKE;2;FAKE
RMDL;RIGHT;FAKE;1;FAKE
RMDR;LEFT;FAKE;1;FAKE
RMDR;LEFT;FAKE;1;FAKE
RMDR;RIGHT;FAKE;1;FAKE
RMDR;LEFT;FAKE;1;FAKE
RMDR;LEFT;FAKE;1;FAKE
RMDVL;RIGHT;FAKE;1;FAKE
RMDVL;LEFT;FAKE;1;FAKE
RMDVL;RIGHT;FAKE;1;FAKE
RMDVL;RIGHT;FAKE;1;FAKE
RMDVL;RIGHT;FAKE;1;FAKE
RMDVL;RIGHT;FAKE;1;FAKE
RMDVL;RIGHT;FAKE;1;FAKE
RMDVL;RIGHT;FAKE;1;FAKE
RMDVL;RIGHT;FAKE;1;FAKE
RMDVR;LEFT;FAKE;1;FAKE
RMDVR;LEFT;FAKE;1;FAKE
RMDVR;LEFT;FAKE;1;FAKE
RMDVR;LEFT;FAKE;1;FAKE
RMDVR;LEFT;FAKE;1;FAKE
RMDVR;LEFT;FAKE;1;FAKE
RMDVR;LEFT;FAKE;1;FAKE
RMDVR;LEFT;FAKE;1;FAKE
RMDVR;RIGHT;FAKE;1;FAKE
RMDVR;RIGHT;FAKE;1;FAKE
RMDVR;RIGHT;FAKE;1;FAKE
RMED;LEFT;FAKE;-4;FAKE
RMED;LEFT;FAKE;-4;FAKE
RMED;LEFT;FAKE;-4;FAKE
RMED;RIGHT;FAKE;-4;FAKE
RMED;RIGHT;FAKE;-4;FAKE
RMEL;RIGHT;FAKE;-5;FAKE
RMEL;RIGHT;FAKE;-5;FAKE
RMEL;RIGHT;FAKE;-5;FAKE
RMEL;RIGHT;FAKE;-5;FAKE
RMER;LEFT;FAKE;-7;FAKE
RMER;LEFT;FAKE;-7;FAKE
RMER;LEFT;FAKE;-7;FAKE
RMEV;LEFT;FAKE;-3;FAKE
RMEV;LEFT;FAKE;-3;FAKE
RMEV;LEFT;FAKE;-3;FAKE
RMEV;RIGHT;FAKE;-3;FAKE
RMEV;RIGHT;FAKE;-3;FAKE
RMFL;RIGHT;FAKE;1;FAKE
RMFL;RIGHT;FAKE;1;FAKE
RMFL;RIGHT;FAKE;1;FAKE
RMGL;LEFT;FAKE;2;FAKE
RMGL;LEFT;FAKE;2;FAKE
RMGR;RIGHT;FAKE;1;FAKE
RMGR;RIGHT;FAKE;1;FAKE
RMGR;RIGHT;FAKE;1;FAKE
RMHL;RIGHT;FAKE;2;FAKE
RMHL;RIGHT;FAKE;3;FAKE
RMHL;RIGHT;FAKE;2;FAKE
RMHR;LEFT;FAKE;2;FAKE
RMHR;LEFT;FAKE;2;FAKE
RMHR;LEFT;FAKE;2;FAKE
RMHR;LEFT;FAKE;2;FAKE
SMBDL;RIGHT;FAKE;2;FAKE
SMBDL;RIGHT;FAKE;2;FAKE
SMBDL;RIGHT;FAKE;2;FAKE
SMBDL;RIGHT;FAKE;2;FAKE
SMBDL;RIGHT;FAKE;3;FAKE
SMBDR;LEFT;FAKE;1;FAKE
SMBDR;LEFT;FAKE;1;FAKE
SMBDR;LEFT;FAKE;1;FAKE
SMBDR;LEFT;FAKE;2;FAKE
SMBDR;RIGHT;FAKE;1;FAKE
SMBDR;RIGHT;FAKE;1;FAKE
SMBVL;LEFT;FAKE;1;FAKE
SMBVL;LEFT;FAKE;1;FAKE
SMBVL;LEFT;FAKE;1;FAKE
SMBVL;LEFT;FAKE;1;FAKE
SMBVL;LEFT;FAKE;1;FAKE
SMBVL;LEFT;FAKE;1;FAKE
SMBVL;LEFT;FAKE;1;FAKE
SMBVR;RIGHT;FAKE;1;FAKE
SMBVR;RIGHT;FAKE;1;FAKE
SMBVR;RIGHT;FAKE;1;FAKE
SMBVR;RIGHT;FAKE;1;FAKE
SMBVR;RIGHT;FAKE;1;FAKE
SMBVR;RIGHT;FAKE;1;FAKE
SMDDL;LEFT;FAKE;1;FAKE
SMDDL;LEFT;FAKE;1;FAKE
SMDDL;LEFT;FAKE;1;FAKE
SMDDL;RIGHT;FAKE;1;FAKE
SMDDL;RIGHT;FAKE;1;FAKE
SMDDL;RIGHT;FAKE;1;FAKE
SMDDL;RIGHT;FAKE;1;FAKE
SMDDL;RIGHT;FAKE;1;FAKE
SMDDL;RIGHT;FAKE;1;FAKE
SMDDL;LEFT;FAKE;1;FAKE
SMDDL;LEFT;FAKE;1;FAKE
SMDDR;LEFT;FAKE;1;FAKE
SMDDR;LEFT;FAKE;1;FAKE
SMDDR;LEFT;FAKE;1;FAKE
SMDDR;LEFT;FAKE;1;FAKE
SMDDR;RIGHT;FAKE;1;FAKE
SMDDR;RIGHT;FAKE;1;FAKE
SMDDR;RIGHT;FAKE;1;FAKE
SMDVL;LEFT;FAKE;1;FAKE
SMDVL;LEFT;FAKE;1;FAKE
SMDVL;RIGHT;FAKE;1;FAKE
SMDVL;RIGHT;FAKE;1;FAKE
SMDVL;RIGHT;FAKE;1;FAKE
SMDVL;RIGHT;FAKE;1;FAKE
SMDVR;LEFT;FAKE;1;FAKE
SMDVR;LEFT;FAKE;1;FAKE
SMDVR;LEFT;FAKE;1;FAKE
SMDVR;RIGHT;FAKE;1;FAKE
URADL;LEFT;FAKE;2;FAKE
URADL;LEFT;FAKE;2;FAKE
URADL;LEFT;FAKE;2;FAKE
URADR;RIGHT;FAKE;3;FAKE
URADR;RIGHT;FAKE;2;FAKE
URADR;RIGHT;FAKE;3;FAKE
URAVL;LEFT;FAKE;2;FAKE
URAVL;LEFT;FAKE;2;FAKE
URAVL;LEFT;FAKE;3;FAKE
URAVL;LEFT;FAKE;2;FAKE
URAVR;RIGHT;FAKE;2;FAKE
URAVR;RIGHT;FAKE;2;FAKE
URAVR;RIGHT;FAKE;2;FAKE
URAVR;RIGHT;FAKE;2;FAKE
VA1;LEFT;FAKE;3;FAKE
VA1;LEFT;FAKE;3;FAKE
VA1;RIGHT;FAKE;3;FAKE
VA1;RIGHT;FAKE;3;FAKE
VA2;LEFT;FAKE;5;FAKE
VA2;LEFT;FAKE;5;FAKE
VA2;RIGHT;FAKE;5;FAKE
VA2;RIGHT;FAKE;5;FAKE
VA3;LEFT;FAKE;5;FAKE
VA3;LEFT;FAKE;5;FAKE
VA3;LEFT;FAKE;5;FAKE
VA3;RIGHT;FAKE;5;FAKE
VA3;RIGHT;FAKE;5;FAKE
VA3;RIGHT;FAKE;5;FAKE
VA4;LEFT;FAKE;6;FAKE
VA4;LEFT;FAKE;6;FAKE
VA4;RIGHT;FAKE;6;FAKE
VA4;RIGHT;FAKE;6;FAKE
VA5;LEFT;FAKE;5;FAKE
VA5;LEFT;FAKE;5;FAKE
VA5;RIGHT;FAKE;5;FAKE
VA5;RIGHT;FAKE;5;FAKE
VA6;LEFT;FAKE;5;FAKE
VA6;LEFT;FAKE;5;FAKE
VA6;RIGHT;FAKE;5;FAKE
VA6;RIGHT;FAKE;5;FAKE
VA7;LEFT;FAKE;4;FAKE
VA7;LEFT;FAKE;4;FAKE
VA7;LEFT;FAKE;4;FAKE
VA7;RIGHT;FAKE;4;FAKE
VA7;RIGHT;FAKE;4;FAKE
VA7;RIGHT;FAKE;4;FAKE
VA8;LEFT;FAKE;6;FAKE
VA8;LEFT;FAKE;6;FAKE
VA8;RIGHT;FAKE;6;FAKE
VA8;RIGHT;FAKE;6;FAKE
VA9;LEFT;FAKE;5;FAKE
VA9;LEFT;FAKE;5;FAKE
VA9;RIGHT;FAKE;5;FAKE
VA9;RIGHT;FAKE;5;FAKE
VA10;LEFT;FAKE;5;FAKE
VA10;LEFT;FAKE;5;FAKE
VA10;RIGHT;FAKE;5;FAKE
VA10;RIGHT;FAKE;5;FAKE
VA11;LEFT;FAKE;5;FAKE
VA11;LEFT;FAKE;5;FAKE
VA11;RIGHT;FAKE;5;FAKE
VA11;RIGHT;FAKE;5;FAKE
VA12;LEFT;FAKE;5;FAKE
VA12;LEFT;FAKE;5;FAKE
VA12;LEFT;FAKE;5;FAKE
VA12;RIGHT;FAKE;5;FAKE
VA12;RIGHT;FAKE;5;FAKE
VA12;RIGHT;FAKE;5;FAKE
VA12;RIGHT;FAKE;5;FAKE
VB1;LEFT;FAKE;1;FAKE
VB1;LEFT;FAKE;1;FAKE
VB1;RIGHT;FAKE;1;FAKE
VB1;RIGHT;FAKE;1;FAKE
VB2;LEFT;FAKE;4;FAKE
VB2;LEFT;FAKE;4;FAKE
VB2;LEFT;FAKE;4;FAKE
VB2;LEFT;FAKE;4;FAKE
VB2;RIGHT;FAKE;4;FAKE
VB2;RIGHT;FAKE;4;FAKE
VB2;RIGHT;FAKE;4;FAKE
VB2;RIGHT;FAKE;4;FAKE
VB3;LEFT;FAKE;6;FAKE
VB3;LEFT;FAKE;6;FAKE
VB3;LEFT;FAKE;6;FAKE
VB3;RIGHT;FAKE;6;FAKE
VB3;RIGHT;FAKE;6;FAKE
VB3;RIGHT;FAKE;6;FAKE
VB4;LEFT;FAKE;5;FAKE
VB4;LEFT;FAKE;5;FAKE
VB4;RIGHT;FAKE;5;FAKE
VB4;RIGHT;FAKE;5;FAKE
VB5;LEFT;FAKE;6;FAKE
VB5;LEFT;FAKE;6;FAKE
VB5;RIGHT;FAKE;6;FAKE
VB5;RIGHT;FAKE;6;FAKE
VB6;LEFT;FAKE;6;FAKE
VB6;LEFT;FAKE;6;FAKE
VB6;RIGHT;FAKE;6;FAKE
VB6;RIGHT;FAKE;6;FAKE
VB7;LEFT;FAKE;5;FAKE
VB7;RIGHT;FAKE;5;FAKE
VB8;LEFT;FAKE;5;FAKE
VB8;LEFT;FAKE;5;FAKE
VB8;LEFT;FAKE;5;FAKE
VB8;RIGHT;FAKE;5;FAKE
VB8;RIGHT;FAKE;5;FAKE
VB8;RIGHT;FAKE;5;FAKE
VB9;LEFT;FAKE;6;FAKE
VB9;LEFT;FAKE;6;FAKE
VB9;RIGHT;FAKE;6;FAKE
VB9;RIGHT;FAKE;6;FAKE
VB10;LEFT;FAKE;5;FAKE
VB10;LEFT;FAKE;5;FAKE
VB10;RIGHT;FAKE;5;FAKE
VB10;RIGHT;FAKE;5;FAKE
VB11;LEFT;FAKE;5;FAKE
VB11;LEFT;FAKE;5;FAKE
VB11;LEFT;FAKE;5;FAKE
VB11;RIGHT;FAKE;5;FAKE
VB11;RIGHT;FAKE;5;FAKE
VB11;RIGHT;FAKE;5;FAKE
VB11;RIGHT;FAKE;5;FAKE
VD1;LEFT;FAKE;-5;FAKE
VD1;LEFT;FAKE;-5;FAKE
VD1;RIGHT;FAKE;-5;FAKE
VD1;RIGHT;FAKE;-5;FAKE
VD2;LEFT;FAKE;-7;FAKE
VD2;LEFT;FAKE;-7;FAKE
VD2;RIGHT;FAKE;-7;FAKE
VD2;RIGHT;FAKE;-7;FAKE
VD3;LEFT;FAKE;-7;FAKE
VD3;LEFT;FAKE;-9;FAKE
VD3;RIGHT;FAKE;-7;FAKE
VD3;RIGHT;FAKE;-7;FAKE
VD4;LEFT;FAKE;-9;FAKE
VD4;LEFT;FAKE;-9;FAKE
VD4;RIGHT;FAKE;-9;FAKE
VD4;RIGHT;FAKE;-9;FAKE
VD5;LEFT;FAKE;-17;FAKE
VD5;RIGHT;FAKE;-17;FAKE
VD6;LEFT;FAKE;-7;FAKE
VD6;LEFT;FAKE;-7;FAKE
VD6;LEFT;FAKE;-7;FAKE
VD6;RIGHT;FAKE;-7;FAKE
VD6;RIGHT;FAKE;-7;FAKE
VD6;RIGHT;FAKE;-7;FAKE
VD7;LEFT;FAKE;-7;FAKE
VD7;LEFT;FAKE;-7;FAKE
VD7;RIGHT;FAKE;-7;FAKE
VD7;RIGHT;FAKE;-7;FAKE
VD8;LEFT;FAKE;-18;FAKE
VD8;RIGHT;FAKE;-18;FAKE
VD9;LEFT;FAKE;-10;FAKE
VD9;LEFT;FAKE;-10;FAKE
VD9;RIGHT;FAKE;-10;FAKE
VD9;RIGHT;FAKE;-10;FAKE
VD10;LEFT;FAKE;-9;FAKE
VD10;LEFT;FAKE;-9;FAKE
VD10;RIGHT;FAKE;-9;FAKE
VD10;RIGHT;FAKE;-9;FAKE
VD11;LEFT;FAKE;-9;FAKE
VD11;LEFT;FAKE;-9;FAKE
VD11;RIGHT;FAKE;-9;FAKE
VD11;RIGHT;FAKE;-9;FAKE
VD12;LEFT;FAKE;-5;FAKE
VD12;LEFT;FAKE;-5;FAKE
VD12;RIGHT;FAKE;-5;FAKE
VD12;RIGHT;FAKE;-5;FAKE
VD13;LEFT;FAKE;-9;FAKE
VD13;LEFT;FAKE;-9;FAKE
VD13;LEFT;FAKE;-9;FAKE
VD13;RIGHT;FAKE;-9;FAKE
VD13;RIGHT;FAKE;-9;FAKE
VD13;RIGHT;FAKE;-9;FAKE
VD13;RIGHT;FAKE;-9;FAKE
